type,amount,oldbalanceOrg,newbalanceOrig,isFraud,Fraud_Status
0.75,0.000276489,0.01362832,0.016201265,1,Fraud
0.25,0.000281183,0.00014855,0,0,No Fraud
0.25,0.020123166,0.010631183,0,0,No Fraud
1,0.008336783,0.00440437,0,0,No Fraud
1,0.037014635,0.019555041,0,0,No Fraud
0.25,0.000130885,6.91E-05,0,0,No Fraud
1,0.014658688,0.007744268,0,0,No Fraud
1,0.025936314,0.013702302,0,0,No Fraud
0.25,0.005106494,0.014146409,0.013757505,1,Fraud
1,0.00152903,0.000807795,0,0,No Fraud
0.25,0.0055369,0.002925176,0,0,No Fraud
0.75,0.000217992,0.001195065,0.001297686,1,Fraud
0.75,0.000378795,0.002118619,0.00230541,1,Fraud
0.25,0.314107289,0.165944657,0,0,No Fraud
0.25,0.016318539,0.008621176,0,0,No Fraud
0.25,0.004885735,0.001696617,0,1,Fraud
0.25,0.317670952,0.16782736,0,0,No Fraud
0,0.000755557,0.014047059,0.017359648,1,Fraud
0,0.009817731,0.000622136,0.006980401,1,Fraud
0,0.019845652,0.001389862,0.014269194,1,Fraud
0.25,0.008525223,0.004503924,0,0,No Fraud
1,0.01465274,0.007741125,0,0,No Fraud
0.25,0.028851775,0.015242556,0,0,No Fraud
0.25,0.317670952,0.16782736,0,0,No Fraud
1,0.034487552,0.018219969,0,0,No Fraud
0.25,0.002914852,0.000336863,0,1,Fraud
1,0.132232312,0.069859078,0,0,No Fraud
1,0.016009407,0.00845786,0,0,No Fraud
0.25,0.001014814,0.000536132,0,0,No Fraud
0.25,0.016840531,0.008896948,0,0,No Fraud
0.25,0.006088194,0,0,1,Fraud
1,0.001685642,0.000890534,0,0,No Fraud
0.25,0.027478354,0.01451697,0,0,No Fraud
0.25,0.007919049,0.003497103,0,1,Fraud
0.75,0.000382015,0.000703,0.000602255,1,Fraud
0,0.011769786,0.140337509,0.176111959,1,Fraud
0.25,0.034642898,0.018302039,0,0,No Fraud
0.25,0.029515009,0.015592946,0,0,No Fraud
1,0.317670952,0.292326148,0.149606923,0,No Fraud
0,0.004279179,0.040783914,0.0517256,1,Fraud
1,0.089839529,0.047462731,0,0,No Fraud
1,0.047747051,0.025225037,0,0,No Fraud
1,0.122767418,0.064858721,0,0,No Fraud
0.25,0.002962632,0.000272115,0,1,Fraud
0,6.23E-05,0.326721452,0.392652107,1,Fraud
1,0.103054589,0.054444322,0,0,No Fraud
0.25,0.015981691,1.48E-05,0,1,Fraud
1,0.045767031,0.024178981,0,0,No Fraud
1,0.00317049,0.001674988,0,0,No Fraud
1,0.019729929,0.010423433,0,0,No Fraud
0.25,0.045236429,0.023898661,0,0,No Fraud
0.75,0.000111033,8.67E-05,3.37E-05,1,Fraud
0.25,0.004931151,0,0,1,Fraud
0.75,0.000490528,0.0005591,0.000360444,1,Fraud
1,0.002377924,0.001256271,0,0,No Fraud
1,0.077874606,0.041141595,0,0,No Fraud
1,0.00778787,0.004114376,0,0,No Fraud
0.25,0.002733381,0,0,1,Fraud
0,0.003707619,0.00061111,0.00308814,1,Fraud
1,0.034394808,0.018170972,0,0,No Fraud
1,0.047409791,0,0,1,Fraud
0.25,0.068924428,0.036413165,0,0,No Fraud
0.75,0.000418583,8.49E-05,0,1,Fraud
1,0.046451364,0,0,1,Fraud
1,0.001625943,0.000858995,0,0,No Fraud
0.25,0.007769357,0,0,1,Fraud
0.75,7.93E-06,0,0,1,Fraud
0,0.001451293,0.01416734,0.017945875,1,Fraud
1,0.026355421,0.013923718,0,0,No Fraud
1,0.018928557,0.010000064,0,0,No Fraud
0.25,0.009760269,1.02E-06,0,1,Fraud
1,0.026033259,0.013753518,0,0,No Fraud
1,0.032617011,0.001820039,0,1,Fraud
1,0.017964252,4.21E-06,0,1,Fraud
0.25,0.003479074,0,0,1,Fraud
0.25,0.0913625,0.048267325,0,0,No Fraud
1,0.000290065,0.000153243,0,0,No Fraud
0.25,0.001951696,0.0003788,0,1,Fraud
0.25,0.008450289,0.000342821,0,1,Fraud
1,0.040197427,0.021236528,0,0,No Fraud
0,0.003946478,0.046128266,0.05793655,1,Fraud
0.25,0.002637128,0.000345137,0,1,Fraud
1,0.028237363,0,0,1,Fraud
0.25,0.004659653,0.002461721,0,0,No Fraud
0.75,0.00015767,2.22E-06,0,1,Fraud
0.75,0.000560625,0,0,1,Fraud
1,0.006061663,0.003202411,0,0,No Fraud
0,0.006173628,0.000335269,0.004322218,1,Fraud
1,0.008045397,0.004250429,0,0,No Fraud
1,0.001264808,0,0,1,Fraud
1,0.002149163,0.001135415,0,0,No Fraud
1,0.141221073,0.074607891,0,0,No Fraud
0.25,0.078150556,0.041287381,0,0,No Fraud
1,0.00274017,0.001447647,0,0,No Fraud
0.25,0.00842306,0.001707425,0,1,Fraud
1,0.036550012,0.019309578,0,0,No Fraud
1,0.006476738,0.003421697,0,0,No Fraud
0.75,0.000554525,0.000187211,0,1,Fraud
0.25,0.047332019,0.025005773,0,0,No Fraud
0.75,0.000100734,0.003322132,0.003928167,1,Fraud
0.25,0.00564152,0.000246259,0,1,Fraud
1,0.003028939,0.001600206,0,0,No Fraud
0.25,0.010865294,0.000487874,0,1,Fraud
0.75,0.000514251,0.000428773,0.000188773,1,Fraud
1,0.006735518,0.003558412,0,0,No Fraud
0.25,0.00685078,5.75E-05,0,1,Fraud
0.25,0.03093498,0.016343125,0,0,No Fraud
0.75,0.000208754,0,0,1,Fraud
1,0.00241853,0.001277723,0,0,No Fraud
0.25,0.011539088,0,0,1,Fraud
1,0.068050328,0.035951373,0,0,No Fraud
0.25,0.000866818,0.000457945,0,0,No Fraud
1,0.112693307,0.059536511,0,0,No Fraud
1,0.001795393,0.000948516,0,0,No Fraud
0.75,0.000235208,0,0,1,Fraud
0.25,0.010360453,0,0,1,Fraud
0.25,0.002435532,0,0,1,Fraud
0.25,0.00114242,0,0,1,Fraud
1,0.010730888,0.000516287,0,1,Fraud
0.25,0.001375772,0.000726828,0,0,No Fraud
0.75,0.001299941,0,0,1,Fraud
0.25,0.000643069,0.000339737,0,0,No Fraud
0.25,0.118589872,0.0626517,0,0,No Fraud
1,0.005225753,0.002760795,0,0,No Fraud
0.75,3.34E-05,0,0,1,Fraud
0.25,0.000264508,0,0,1,Fraud
1,0.000859623,0.000850465,0.000476249,1,Fraud
0.75,0.000339741,0.000845497,0.000800327,1,Fraud
0.25,0.002031319,0.001073157,0,0,No Fraud
0.25,0.188275484,0.099467003,0,0,No Fraud
0.25,0.11853505,0.062622737,0,0,No Fraud
1,0.074452441,0.039333645,0,0,No Fraud
0.25,0.006709187,0,0,1,Fraud
0.25,0.009241112,0.000619417,0,1,Fraud
0.75,0.000168905,0.007640678,0.009074373,1,Fraud
0.25,0.01962153,0.010366165,0,0,No Fraud
0.25,0.000143927,7.60E-05,0,0,No Fraud
1,0.072972915,0,0,1,Fraud
0,0.010300812,0.002230512,0.009219829,1,Fraud
0.75,2.34E-06,0.002125131,0.002552227,1,Fraud
0.25,0.004518291,0.000380599,0,1,Fraud
0,0.01015516,0.045685226,0.061345749,1,Fraud
1,0.000130057,6.87E-05,0,0,No Fraud
0.25,0.010423111,0.005506589,0,0,No Fraud
1,0.008006316,0,0,1,Fraud
0.75,0.000496089,0,0,1,Fraud
0.25,0.001131971,0.00019082,0,1,Fraud
0,0.0033309,0.042951438,0.05372824,1,Fraud
1,0.000193312,0.000102128,0,0,No Fraud
0.25,0.002431723,0.001284693,0,0,No Fraud
0.25,0.095846282,0.050636133,0,0,No Fraud
0.25,0.006697476,7.37E-06,0,1,Fraud
0.25,0.0140081,0.007400558,0,0,No Fraud
0,0.013406293,0.000714877,0.009370048,1,Fraud
0.25,0.000745024,0,0,1,Fraud
0.25,0.007617288,0,0,1,Fraud
0.25,0.005555958,0.002875067,0,1,Fraud
0.25,0.010862962,0.005738964,0,0,No Fraud
1,0.041762956,0.022063606,0,0,No Fraud
1,0.031706312,0.016750624,0,0,No Fraud
0.25,7.20E-05,0,0,1,Fraud
0.25,0.000809118,0.000221045,0,1,Fraud
0.25,0.00429359,0.00086708,0,1,Fraud
0.25,0.05169743,0.027312044,0,0,No Fraud
0.75,1.03E-05,0.000817821,0.000976209,1,Fraud
0,0.00614517,0.000375715,0.004352755,1,Fraud
0.75,3.23E-05,0.000619971,0.000724496,1,Fraud
1,0.005995442,0.003167426,0,0,No Fraud
0.25,0.010072868,0.000121171,0,1,Fraud
0.75,0.000282102,0.003548861,0.00408548,1,Fraud
1,0.317670952,0.713982302,0.656300046,0,No Fraud
0,0.010222095,0.001030309,0.007727603,1,Fraud
0.75,0.000266362,0,0,1,Fraud
0.75,0.001161624,0,0,1,Fraud
0,0.000853658,0.003472835,0.00471516,1,Fraud
0.25,0.009301896,0.004914244,0,0,No Fraud
0.75,0.000120059,0.000102341,4.68E-05,1,Fraud
0.25,0.006778309,0.000250717,0,1,Fraud
0,0.003580458,0.106529728,0.130287034,1,Fraud
0.75,0.000267884,0.001036468,0.00107543,1,Fraud
0.25,0.009875556,0.005217312,0,0,No Fraud
0,0.008192314,0.031642421,0.043224765,1,Fraud
0.25,0.007989752,0.000520953,0,1,Fraud
0.25,0.213516854,0.112802161,0,0,No Fraud
1,0.019112902,0.010097454,0,0,No Fraud
1,0.071625849,0.037840341,0,0,No Fraud
0.25,0.003835856,0.001721338,0,1,Fraud
1,0.317670952,0.526021328,0.430432282,0,No Fraud
0.75,0.000105357,0.009176577,0.010960366,1,Fraud
0.25,0.022734507,0.012010769,0,0,No Fraud
0.25,0.003357052,0,0,1,Fraud
0.25,0.006349299,0.00335437,0,0,No Fraud
1,0.271168726,0.143259971,0,0,No Fraud
1,0.005131547,0.002711025,0,0,No Fraud
0.75,0.000271081,0.003105461,0.003559654,1,Fraud
0.25,0.006265286,0,0,1,Fraud
0,0.006435864,0.00044397,0.004619323,1,Fraud
1,0.000280764,0.000148329,0,0,No Fraud
0.75,0.000369998,0,0,1,Fraud
0.25,0.031804168,0.016802322,0,0,No Fraud
0.25,0.000730349,0.000385847,0,0,No Fraud
0.25,0.002263309,0.000339445,0,1,Fraud
1,0.013458471,0.007110186,0,0,No Fraud
0.75,0.000448873,6.83E-05,0,1,Fraud
0.75,0.000370699,0.000356549,0.000193117,1,Fraud
0.25,0.003480698,0,0,1,Fraud
0.25,0.009895042,0.005227606,0,0,No Fraud
1,0.001273067,0.000672568,0,0,No Fraud
0.25,0.01230683,0.006501768,0,0,No Fraud
0.25,0.003515769,0.00016157,0,1,Fraud
0.25,0.13865576,0.073252622,0,0,No Fraud
0.75,0.000791119,0.00419805,0.004542444,1,Fraud
0.75,0.000290703,0,0,1,Fraud
0.25,0.013197235,0.006972174,0,0,No Fraud
1,0.002008027,0.001060852,0,0,No Fraud
0.25,0.003997013,0.002111645,0,0,No Fraud
0.25,5.85E-05,3.09E-05,0,0,No Fraud
0.25,0.135243249,0.071449773,0,0,No Fraud
1,0.020233798,0.01068963,0,0,No Fraud
0.25,0.025236456,0.013332562,0,0,No Fraud
1,0.028214458,4.15E-06,0,1,Fraud
0.25,0.000937502,0.000546916,6.20E-05,1,Fraud
0.75,1.23E-05,0,0,1,Fraud
1,0.024841514,0.013123912,0,0,No Fraud
0,0.010006373,0.000196039,0.006588131,1,Fraud
0.75,7.20E-05,0.004622068,0.005508533,1,Fraud
0.75,0.000221932,0.000203826,0.000104039,1,Fraud
0.25,0.050092708,0.026464261,0,0,No Fraud
0.25,0.072164505,0.038124916,0,0,No Fraud
0.25,0.005461883,0.002885544,0,0,No Fraud
1,0.000435435,0.000230043,0,0,No Fraud
0.75,0.000671407,0,0,1,Fraud
1,0.000958475,0.000506368,0,0,No Fraud
1,0.004362911,0,0,1,Fraud
1,0.004927762,0.002603365,0,0,No Fraud
0.75,0.000358194,0,0,1,Fraud
0.75,0.000551481,0,0,1,Fraud
1,0.005545472,0.002929704,0,0,No Fraud
0.25,0.027949024,0.014765627,0,0,No Fraud
1,0.008672333,0.004581642,0,0,No Fraud
0.75,0.00032991,0,0,1,Fraud
0.25,0.012288723,0,0,1,Fraud
0.75,0.001604723,0,0,1,Fraud
1,0.005324371,0.002812895,0,0,No Fraud
0,0.00088756,0.045739493,0.055527416,1,Fraud
0.25,0.033359763,0.017624152,0,0,No Fraud
1,0.000134738,7.12E-05,0,0,No Fraud
1,0.010773881,0.005691902,0,0,No Fraud
0.25,0.000841232,0.000444428,0,0,No Fraud
0,0.003341086,0.045802923,0.057161261,1,Fraud
0.25,0.003463528,0.001829802,0,0,No Fraud
0.75,0.000405793,0,0,1,Fraud
1,0.000362919,0.000191732,0,0,No Fraud
0.25,0.002364633,0.001249249,0,0,No Fraud
0.25,0.004319602,0.00228207,0,0,No Fraud
0.75,0.000422894,0,0,1,Fraud
0.25,0.004770071,0.002520055,0,0,No Fraud
0.75,0.000763555,0,0,1,Fraud
0.25,0.017685403,0.009343299,0,0,No Fraud
1,0.005058338,0.002672349,0,0,No Fraud
0.75,0.000197123,0,0,1,Fraud
0.25,0.006487505,0,0,1,Fraud
0.25,0.00783099,0.001690357,0,1,Fraud
0.25,0.002758937,0.001457562,0,0,No Fraud
0.25,0.012471185,0,0,1,Fraud
0,4.68E-05,0.118119781,0.141971172,1,Fraud
0.25,0.000370543,0.000860988,0.000799387,1,Fraud
0.75,0.000262925,0,0,1,Fraud
1,0.039949274,0,0,1,Fraud
0,0.003584621,0.009091426,0.013200628,1,Fraud
0.25,0.012515047,0,0,1,Fraud
0.25,0.000880987,0,0,1,Fraud
0,0.014353073,0.117349686,0.150128098,1,Fraud
0.25,0.013452912,0.000833414,0,1,Fraud
0.25,0.005109389,0,0,1,Fraud
1,0.005119184,0.002704494,0,0,No Fraud
1,0.011106655,0.005867708,0,0,No Fraud
0.75,0.000460602,0.003116067,0.003452082,1,Fraud
0.25,0.000390036,0.000206058,0,0,No Fraud
1,0.123593947,0.065295381,0,0,No Fraud
0.75,0.000402818,0,0,1,Fraud
0.25,0.019221507,0,0,1,Fraud
0,0.000196144,0.000898867,0.001204666,1,Fraud
0.25,0.009414172,0.00497356,0,0,No Fraud
0,0.000937669,1.25E-05,0.000610305,1,Fraud
0.25,0.001672112,0.001792833,0.001092858,1,Fraud
1,0.043959909,0.023224269,0,0,No Fraud
0.25,0.069163905,0.036539682,0,0,No Fraud
0.75,0.000332709,3.07E-05,0,1,Fraud
0.75,0.000439491,0.000357187,0.000150211,1,Fraud
0.75,0.00018538,0.00048294,0.000462648,1,Fraud
1,0.062748646,0.033150465,0,0,No Fraud
0.75,0.000806379,0,0,1,Fraud
0.25,0.001074255,0.000433129,0,1,Fraud
0.25,0.003589312,0.001896254,0,0,No Fraud
1,0.11412637,0.060293606,0,0,No Fraud
0.25,0.002820104,0.000533906,0,1,Fraud
0.25,0.000760839,0.000841218,0.00052785,1,Fraud
1,0.0046062,0.001132952,0,1,Fraud
1,0.086436119,0.000478459,0,1,Fraud
0,0.006910345,0.00035133,0.004809223,1,Fraud
0.25,0.004709089,0.001047411,0,1,Fraud
0.25,0.005892422,0.003113,0,0,No Fraud
0.75,0.000302371,0,0,1,Fraud
1,0.070854363,0.037432761,0,0,No Fraud
0.25,0.011803806,0.004328872,0,1,Fraud
0.75,0.000194033,0.000591155,0.000587193,1,Fraud
0.25,0.006986673,0.003691099,0,0,No Fraud
0.75,0.00287601,0,0,1,Fraud
1,0.118763665,0.062743515,0,0,No Fraud
0.25,0.008540641,0.003699435,0,1,Fraud
0.25,0.004400186,0.000337964,0,1,Fraud
0.75,0.000358968,0.005250581,0.006081595,1,Fraud
1,0.007827498,0.004135312,0,0,No Fraud
0.25,0.028975334,0.015307833,0,0,No Fraud
1,0.055023477,0.029069214,0,0,No Fraud
1,0.244506133,0.129173972,0,0,No Fraud
0.25,0.004548261,0.002402872,0,0,No Fraud
0,0.007320999,0.301064622,0.36642919,1,Fraud
0,0.001207541,0.091899309,0.111199594,1,Fraud
0.75,0.000116743,0,0,1,Fraud
0.25,0.003454839,0.001825211,0,0,No Fraud
1,0.317670952,0.379711625,0.254615755,0,No Fraud
0.25,0.00558545,0,0,1,Fraud
0,0.006796158,0.00050657,0.00492328,1,Fraud
0.75,0.000600513,3.93E-06,0,1,Fraud
0,0.008288535,0.083275003,0.105331368,1,Fraud
0.25,0.046247793,0.024432971,0,0,No Fraud
1,0.040986695,0.021653503,0,0,No Fraud
0.25,0.000418763,0.00041205,0.000229297,1,Fraud
0.25,0.127639327,0.067432578,0,0,No Fraud
0.25,0.000265861,0.00039045,0.000300412,1,Fraud
0,0.000561324,9.40E-05,0.000469295,1,Fraud
0.25,0.003722144,0,0,1,Fraud
0.25,0.053549542,0.028290526,0,0,No Fraud
1,0.114231659,0.060349231,0,0,No Fraud
1,0.005670536,0.002995776,0,0,No Fraud
0.75,0.001003036,0.000970333,0.000529245,1,Fraud
1,0.018884618,0.009976851,0,0,No Fraud
1,0.088059782,0.046522481,0,0,No Fraud
0.25,0.001961913,0,0,1,Fraud
1,0.043469823,0.022965353,0,0,No Fraud
1,0.02195919,0,0,1,Fraud
1,0.317670952,0.512488105,0.414169763,0,No Fraud
0,0.011678223,0.003720128,0.011884313,1,Fraud
0.75,0.000277038,0,0,1,Fraud
0.25,0.000531396,0,0,1,Fraud
1,0.000639408,0.000337803,0,0,No Fraud
0,0.003403362,0.078483574,0.096472277,1,Fraud
1,0.055602427,0,0,1,Fraud
0.75,0.000122785,0,0,1,Fraud
0,0.002150169,0.001683661,0.003388248,1,Fraud
1,0.142335397,0.075196595,0,0,No Fraud
0,0.002717925,0.000338843,0.002132657,1,Fraud
1,0.005311285,0,0,1,Fraud
0.75,9.03E-05,0.000947956,0.001081815,1,Fraud
0.25,0.009764864,0,0,1,Fraud
0.25,0.000351563,9.14E-05,0,1,Fraud
0.25,0.010863923,0,0,1,Fraud
0,0.007688012,0.004121991,0.009834031,1,Fraud
0.25,0.004631947,0.000275371,0,1,Fraud
0.25,0.002761489,0,0,1,Fraud
0.75,9.25E-05,2.86E-05,0,1,Fraud
0.25,0.010778994,0.001947362,0,1,Fraud
0.25,0.019465093,0.010283519,0,0,No Fraud
1,0.011084047,0.005855764,0,0,No Fraud
1,0.05784358,0.03055909,0,0,No Fraud
0.75,0.001321593,0.001922878,0.001471657,1,Fraud
0.25,0.01471718,0.000485323,0,1,Fraud
0.75,0.0006653,0.000861005,0.00061228,1,Fraud
0.75,0.001481233,0,0,1,Fraud
0,0.005901764,0.165358661,0.2024539,1,Fraud
0.75,7.69E-05,0.001855006,0.002180273,1,Fraud
0.75,2.89E-05,1.12E-06,0,1,Fraud
0.75,0.000106127,0.000261274,0.000246591,1,Fraud
0.75,0.000198562,0,0,1,Fraud
0.75,0.000258957,0,0,1,Fraud
0.75,0.001828816,0.00019562,0,1,Fraud
1,0.007023005,0.003710293,0,0,No Fraud
1,0.030203079,0.015956457,0,0,No Fraud
0.25,0.002621647,0.001385031,0,0,No Fraud
1,0.184888866,0.097677833,0,0,No Fraud
1,0.019946658,0.010537932,0,0,No Fraud
1,0.016245359,0.008582515,0,0,No Fraud
0.25,0.012005407,0.006342525,0,0,No Fraud
1,0.007144837,0.003774658,0,0,No Fraud
0.25,0.003824961,0.002020749,0,0,No Fraud
1,0.042275721,0.022334503,0,0,No Fraud
0.75,0.000331736,0,0,1,Fraud
0.25,0.027532929,0.014545802,0,0,No Fraud
1,0.007266779,0.003839081,0,0,No Fraud
0.25,0.003275964,0.00173071,0,0,No Fraud
1,0.012165547,0.006427127,0,0,No Fraud
0.25,0.006201824,0,0,1,Fraud
0.25,0.002206599,0.001750825,0.000703059,1,Fraud
0.25,0.031294653,0.016533142,0,0,No Fraud
0,0.00078502,0.217372027,0.261708625,1,Fraud
0.75,0.001406184,0.000396459,0,1,Fraud
0.25,0.06091333,0.032180856,0,0,No Fraud
0.25,0.033331056,0.017608985,0,0,No Fraud
0.25,0.221485428,0.117012004,0,0,No Fraud
0.25,0.000779009,0.000411555,0,0,No Fraud
0.25,0.003343094,0.000337904,0,1,Fraud
0.25,0.005719506,0,0,1,Fraud
0.75,5.39E-05,0.000872484,0.001014203,1,Fraud
0.25,0.001398494,0.004062916,0.003994464,1,Fraud
0.25,0.007595082,6.78E-06,0,1,Fraud
1,0.000936293,0.000494649,0,0,No Fraud
0.25,0.033991796,0.017958058,0,0,No Fraud
1,0.027131174,0.014333553,0,0,No Fraud
0.25,0.004486341,4.31E-05,0,1,Fraud
0.25,0.001489796,0,0,1,Fraud
1,0.024800173,0.013102071,0,0,No Fraud
0,0.003700659,0.00083093,0.003347874,1,Fraud
0.25,0.064067587,0.033847268,0,0,No Fraud
1,0.004084389,0.002157806,0,0,No Fraud
1,0.224282583,0.118489757,0,0,No Fraud
0,0.003323434,0.01025684,0.014435261,1,Fraud
1,0.095653973,0.050534535,0,0,No Fraud
1,0.015244776,0.008053901,0,0,No Fraud
0.25,0.006834723,0,0,1,Fraud
0.25,0.003641369,0.001923756,0,0,No Fraud
0.25,0.010283854,0.005433018,0,0,No Fraud
0.25,0.003011254,0.00013589,0,1,Fraud
0.25,0.017649001,0.009324067,0,0,No Fraud
0.75,0.000915044,0.013849191,0.016061292,1,Fraud
0.25,0.009679045,0,0,1,Fraud
1,0.078424728,0.041432227,0,0,No Fraud
0.25,0.283731238,0.149896817,0,0,No Fraud
0.75,0.001044009,0.000360342,0,1,Fraud
0.25,0.001477189,6.70E-05,0,1,Fraud
1,0.019610437,0,0,1,Fraud
0.75,0.000387929,0,0,1,Fraud
0.25,0.035011592,0.018496822,0,0,No Fraud
0,0.000870319,0.109280007,0.131871436,1,Fraud
1,0.000789521,0.000417108,0,0,No Fraud
1,0.009942187,0.005252514,0,0,No Fraud
0.75,0.000393543,0,0,1,Fraud
0.25,0.056126455,0.029651924,0,0,No Fraud
0,0.00463195,0.052531009,0.066065732,1,Fraud
0.75,0.000267444,0.000863958,0.000868409,1,Fraud
1,0.029596918,0.015636219,0,0,No Fraud
1,0.007314768,0.002595405,0,1,Fraud
1,0.238056314,0,0,1,Fraud
0.75,3.67E-05,0.000363145,0.000413077,1,Fraud
0.25,0.007315716,3.50E-05,0,1,Fraud
0.25,0.019220025,0.010154048,0,0,No Fraud
1,0.000206983,0.00010935,0,0,No Fraud
1,0.030980053,0,0,1,Fraud
0.25,0.007993274,0.004222892,0,0,No Fraud
0.25,0.002309741,0.001680791,0.000553421,1,Fraud
0.75,4.72E-05,0.000192884,0.000201816,1,Fraud
1,0.004777991,0.002524239,0,0,No Fraud
0.25,0.00525328,0.002775337,0,0,No Fraud
0.75,0.00033275,0.002593017,0.002904713,1,Fraud
1,0.032307665,0.017068322,0,0,No Fraud
1,0.020011936,0.010572419,0,0,No Fraud
0.25,0.002354046,0.004358002,0.003742429,1,Fraud
1,0.010901738,0.00575945,0,0,No Fraud
0,0.003925749,0.097883287,0.12011604,1,Fraud
0,0.002289659,0.008161293,0.011260804,1,Fraud
0.75,0.001581901,0.000229202,0,1,Fraud
0.25,0.02026985,0,0,1,Fraud
0.25,0.019720742,0.010418579,0,0,No Fraud
1,0.011666894,0.006163686,0,0,No Fraud
0.25,0.056822748,0.030019779,0,0,No Fraud
0.25,0.006687798,0.003533201,0,0,No Fraud
1,0.000689604,0.000364322,0,0,No Fraud
0.25,0.003861548,0,0,1,Fraud
0.75,0.000335605,0,0,1,Fraud
1,0.003761432,0,0,1,Fraud
0.25,0.001953285,0.001031931,0,0,No Fraud
1,0.007720314,0.004078686,0,0,No Fraud
0.25,0.046208182,0.024412044,0,0,No Fraud
0,0.000519339,0.000545256,0.000984923,1,Fraud
0,0.002776535,0.000509037,0.002374383,1,Fraud
1,0.028851775,0.015242556,0,0,No Fraud
0.25,0.014697622,0,0,1,Fraud
1,0.227742433,0.120317615,0,0,No Fraud
0.25,0.137951227,0.072880413,0,0,No Fraud
0,0.008450987,0.045874545,0.060491352,1,Fraud
1,0.009218777,0.004870332,0,0,No Fraud
0.25,0.008806046,0.000844524,0,1,Fraud
0.25,0.002816124,0.001487774,0,0,No Fraud
0.25,0.00163886,0.000865819,0,0,No Fraud
0.75,0.000197283,4.21E-05,0,1,Fraud
0.25,0.237748915,0.125604096,0,0,No Fraud
1,0.0146627,0.000188118,0,1,Fraud
1,0.05039785,0.026625469,0,0,No Fraud
0.75,0.000833113,0,0,1,Fraud
0,0.000757482,0.005900424,0.007571273,1,Fraud
1,0.010344151,0.000265839,0,1,Fraud
0.25,0.004666852,0.002465525,0,0,No Fraud
0.25,0.000599992,0.000316979,0,0,No Fraud
0.25,0.010239481,0.005409576,0,0,No Fraud
0.75,0.000631871,0.002275898,0.002333743,1,Fraud
0.25,0.048762017,0.025761249,0,0,No Fraud
1,0.010595095,0,0,1,Fraud
1,0.003362846,0.001776611,0,0,No Fraud
1,0.014094519,0.007446214,0,0,No Fraud
0.25,0.185481818,0.097991093,0,0,No Fraud
0.25,0.147127142,0.077728101,0,0,No Fraud
0.75,0.000255204,0.00017981,5.41E-05,1,Fraud
1,0.008353483,0.004413192,0,0,No Fraud
1,0.008214031,0.004339519,0,0,No Fraud
0.25,0.041923155,0.02214824,0,0,No Fraud
1,0.003255005,0.001719638,0,0,No Fraud
0.75,0.000225434,1.05E-05,0,1,Fraud
1,0.003977777,0.002101482,0,0,No Fraud
1,0.104910608,0.055424867,0,0,No Fraud
0.75,0.000446857,0.000356029,0.000144143,1,Fraud
0.25,0.005573027,0,0,1,Fraud
0,0.006366486,0.000471545,0.004608413,1,Fraud
0.25,0.000642495,0.000339434,0,0,No Fraud
0.25,0.012113559,0.003989684,0,1,Fraud
0.25,0.008699349,0.001235159,0,1,Fraud
0.25,0.045052039,0.023801247,0,0,No Fraud
0.75,0.000161856,9.19E-05,7.70E-06,1,Fraud
0,0.0055919,0.137862123,0.169215314,1,Fraud
0,0.005617873,0.019019412,0.02642164,1,Fraud
1,0.317670952,0.177651909,0.011805902,0,No Fraud
0.25,0.317670952,0.16782736,0,0,No Fraud
0.25,0.00458256,0.002420992,0,0,No Fraud
0.75,0.000589887,0.001114592,0.000964885,1,Fraud
1,0.0085378,0.004510568,0,0,No Fraud
0.25,0.020468005,0.010813363,0,0,No Fraud
0.25,0.01718327,0.009078019,0,0,No Fraud
1,0.02233657,0.011800536,0,0,No Fraud
1,0.028683651,0,0,1,Fraud
0.75,0.000513401,0,0,1,Fraud
0.75,9.60E-06,0.000503432,0.000598866,1,Fraud
1,0.007858543,0,0,1,Fraud
0.75,8.14E-06,0.002471963,0.002965325,1,Fraud
0.25,0.000688155,0.000363556,0,0,No Fraud
1,0.032359399,0.017095653,0,0,No Fraud
0.25,0.007207378,0.000329722,0,1,Fraud
0.25,0.005460035,0,0,1,Fraud
1,0.017571161,0.009282943,0,0,No Fraud
0.25,0.002529101,0,0,1,Fraud
1,0.002001627,0.001057471,0,0,No Fraud
0.25,0.007423946,0.003922113,0,0,No Fraud
0.25,0.001826674,0,0,1,Fraud
0.25,0.003220959,0.001701651,0,0,No Fraud
0.25,0.011151619,0.001957186,0,1,Fraud
1,0.26822638,0.141705513,0,0,No Fraud
0.25,0.001135913,0,0,1,Fraud
1,0.101973248,0.053873044,0,0,No Fraud
1,0.006928871,0.000875891,0,1,Fraud
1,0.01061898,0.005610067,0,0,No Fraud
1,0.024840379,0.013123313,0,0,No Fraud
0.25,0.008592329,2.08E-05,0,1,Fraud
0.25,0.003019385,0,0,1,Fraud
0.75,0.001081698,6.36E-06,0,1,Fraud
0.25,0.006927596,0.003659888,0,0,No Fraud
1,0.003237184,0.001710223,0,0,No Fraud
0.25,0.001570383,0.000829642,0,0,No Fraud
1,0.014568487,0.007696614,0,0,No Fraud
0.25,0.001423757,0,0,1,Fraud
1,0.041869809,0.022120057,0,0,No Fraud
0.25,0.011984945,0,0,1,Fraud
0.25,0.00960422,0.001093177,0,1,Fraud
